Date,Country,Confirmed Cases,Recovered,Deaths
2020/03/17,St.Lucia,1,0,0
2020/03/17,Germany,1169,121,4
2020/03/17,Slovakia,11,0,0
2020/03/17,South Africa,11,0,0
2020/03/17,Lebanon,20,0,0
2020/03/17,Israel,91,3,0
2020/03/17,Cameroon,6,0,0
2020/03/17,Canada,93,0,3
2020/03/17,Cayman Is,0,0,1
2020/03/17,Chile,81,0,0
2020/03/17,China,36,890,13
2020/03/17,Colombia,12,0,0
2020/03/17,Croatia,11,0,0
2020/03/17,Cyprus,12,0,0
2020/03/17,Czech Republic,46,3,0
2020/03/17,Denmark,50,0,1
2020/03/17,Brazil,34,0,0
2020/03/17,Burkina Faso,13,0,0
2020/03/17,Bolivia,9,0,0
2020/03/17,Armenia,38,0,0
2020/03/17,Kuwait,18,7,0
2020/03/17,Afghanistan,6,0,0
2020/03/17,Argentina,9,0,0
2020/03/17,Algeria,6,0,1
2020/03/17,Andorra,13,0,0
2020/03/17,Costa Rica,6,0,0
2020/03/17,Austria,156,0,2
2020/03/17,Bahrain,23,21,1
2020/03/17,Bangladesh,3,0,0
2020/03/17,Belarus,9,0,0
2020/03/17,Korea,84,264,6
2020/03/17,Belgium,357,0,2
2020/03/17,Dominican Republic,20,0,1
2020/03/17,Australia,151,0,0
2020/03/17,Egypt,40,0,0
2020/03/17,Hungary,18,0,0
2020/03/17,Iceland,3,0,0
2020/03/17,India,27,0,1
2020/03/17,Indonesia,55,0,2
2020/03/17,Iran,1178,393,135
2020/03/17,Iraq,30,17,2
2020/03/17,Brunei,6,0,0
2020/03/17,Italy,4084,414,349
2020/03/17,Jamaica,9,0,0
2020/03/17,Japan,62,0,5
2020/03/17,Jordan,21,0,0
2020/03/17,Cambodia,5,0,0
2020/03/17,Ecuador,35,0,1
2020/03/17,Kenya,1,0,0
2020/03/17,Ivory Coast,2,1,0
2020/03/17,Ireland,54,0,0
2020/03/17,Kazakstan,24,0,0
2020/03/17,Estonia,34,0,0
2020/03/17,Faroe,9,0,0
2020/03/17,Finland,29,0,0
2020/03/17,France,1210,0,21
2020/03/17,French Polynesia,2,0,0
2020/03/17,French Guiana,2,0,0
2020/03/17,Greece,21,0,1
2020/03/17,Guatemala,0,0,1
2020/03/17,Azerbaijan,5,0,0
2020/03/17,Ethiopia,1,0,0
2020/03/18,Thailand,35,0,0
2020/03/18,Palestine,3,0,0
2020/03/18,New Zealand,9,0,0
2020/03/18,Pakistan,25,0,0
2020/03/18,North Macedonia,13,0,0
2020/03/18,Norway,121,0,0
2020/03/18,Oman,9,0,0
2020/03/18,Peru,46,0,0
2020/03/18,Philippines,15,0,0
2020/03/18,Poland,33,0,0
2020/03/18,Netherlands,0,0,19
2020/03/18,Panama,17,0,0
2020/03/18,Republic of Rwanda,1,0,0
2020/03/18,Kuwait,12,0,0
2020/03/18,Malaysia,117,11,0
2020/03/18,Latvia,15,0,0
2020/03/18,Republic of Serbia,18,0,0
2020/03/18,Korea,93,139,3
2020/03/18,Malta,9,0,0
2020/03/18,Martinique,1,0,0
2020/03/18,Mexico,11,0,0
2020/03/18,Moldova,7,0,0
2020/03/18,Mongolia,3,0,0
2020/03/18,Luxembourg,122,0,1
2020/03/18,Lithuania,5,0,0
2020/03/18,Spain,2538,53,107
2020/03/18,Trinidad and Tobago,3,0,0
2020/03/18,Turkey,51,0,1
2020/03/18,Slovakia,25,0,0
2020/03/18,Tanzania,2,0,0
2020/03/18,Sweden,72,1,1
2020/03/18,The Republic of Equatorial Guinea,2,0,0
2020/03/18,St.Lucia,1,0,0
2020/03/18,SriLanka,6,0,0
2020/03/18,Kenya,3,0,0
2020/03/18,South Africa,54,0,0
2020/03/18,Sudan,1,0,0
2020/03/18,Kazakstan,3,0,0
2020/03/18,Senegal,4,0,0
2020/03/18,United Arab Emirates,15,3,0
2020/03/18,Russia,54,2,0
2020/03/18,Saint Barthelemy,2,0,0
2020/03/18,San Marino,4,0,2
2020/03/18,Saudi Arabia,38,0,0
2020/03/18,Ukraine,7,0,0
2020/03/18,Romania,59,0,0
2020/03/18,Uzbekistan,5,0,0
2020/03/18,Uruguay,21,0,0
2020/03/18,United States,1759,26,18
2020/03/18,United Kingdom,676,34,4
2020/03/18,Singapore,47,0,0
2020/03/18,Vietnam,2,0,0
2020/03/18,Morocco,11,0,0
2020/03/18,Nigeria,5,1,0
2020/03/18,Brazil,57,0,1
2020/03/18,Bulgaria,30,0,0
2020/03/18,Burkina Faso,5,0,1
2020/03/18,Canada,159,6,4
2020/03/18,Benin,1,0,0
2020/03/18,Cambodia,23,0,0
2020/03/18,Costa Rica,9,0,0
2020/03/18,Croatia,12,0,0
2020/03/18,Cuba,1,0,0
2020/03/18,Cyprus,16,0,0
2020/03/18,Chile,45,0,0
2020/03/18,China,67,961,11
2020/03/18,Democratic Republic of the Congo,4,0,0
2020/03/18,Brunei,12,0,0
2020/03/18,Austria,316,0,0
2020/03/18,Jordan,15,0,0
2020/03/18,Belgium,243,0,9
2020/03/18,Albania,13,0,0
2020/03/18,Algeria,7,0,1
2020/03/18,Andorra,25,0,0
2020/03/18,Argentina,14,0,0
2020/03/18,Armenia,14,0,0
2020/03/18,Azerbaijan,6,0,0
2020/03/18,Bahrain,19,7,0
2020/03/18,Bangladesh,6,3,1
2020/03/18,Barbados,2,0,0
2020/03/18,Somali,1,0,0
2020/03/18,Australia,107,0,0
2020/03/18,Czech Republic,90,0,0
2020/03/18,Egypt,30,0,2
2020/03/18,Honduras,6,0,0
2020/03/18,Hungary,8,1,0
2020/03/18,Iceland,40,0,0
2020/03/18,India,14,11,0
2020/03/18,Indonesia,55,0,15
2020/03/18,Iraq,10,2,1
2020/03/18,Ireland,69,0,0
2020/03/18,Italy,2484,192,345
2020/03/18,Japan,39,0,2
2020/03/18,Iran,1192,321,147
2020/03/18,Denmark,63,0,0
2020/03/18,Israel,129,0,0
2020/03/18,Guam,3,0,0
2020/03/18,Faroe,36,0,0
2020/03/18,Ethiopia,1,0,0
2020/03/18,Finland,47,0,0
2020/03/18,Greece,35,0,1
2020/03/18,France,1097,566,27
2020/03/18,Ecuador,53,0,0
2020/03/18,Estonia,20,0,0
2020/03/18,Gambia,1,0,0
2020/03/18,Germany,3472,0,9
2020/03/18,Ghana,1,0,0
2020/03/18,Gibraltar,2,0,0
2020/03/18,Slovenia,22,0,0
2020/03/18,Gabon,2,0,0
2020/03/18,Georgia,2,0,0
2020/03/19,Moldova,6,1,1
2020/03/19,Sweden,88,0,2
2020/03/19,Switzerland,1169,0,20
2020/03/19,Singapore,32,12,0
2020/03/19,SriLanka,10,0,0
2020/03/19,Slovakia,8,0,1
2020/03/19,Tanzania,3,0,0
2020/03/19,Uruguay,29,0,0
2020/03/19,Latvia,22,0,0
2020/03/19,Spain,3431,0,169
2020/03/19,Kuwait,6,0,0
2020/03/19,Lebanon,29,0,0
2020/03/19,Lithuania,11,0,0
2020/03/19,The Republic of Equatorial Guinea,1,0,0
2020/03/19,Uzbekistan,8,0,0
2020/03/19,Vietnam,7,0,0
2020/03/19,United Kingdom,0,13,44
2020/03/19,United Arab Emirates,27,5,0
2020/03/19,Ukraine,2,0,0
2020/03/19,Turkey,93,0,1
2020/03/19,Tunisia,19,0,0
2020/03/19,Thailand,60,1,0
2020/03/19,Senegal,5,0,0
2020/03/19,Luxembourg,132,0,2
2020/03/19,Saudi Arabia,67,0,0
2020/03/19,Norway,110,0,3
2020/03/19,New Zealand,8,0,0
2020/03/19,Netherlands,755,0,15
2020/03/19,Morocco,9,0,0
2020/03/19,Nigeria,4,0,0
2020/03/19,Mauritius,3,0,0
2020/03/19,Malaysia,110,0,0
2020/03/19,United States,3839,32,45
2020/03/19,Mexico,25,0,1
2020/03/19,Korea,152,407,7
2020/03/19,North Macedonia,4,0,0
2020/03/19,Russia,52,3,1
2020/03/19,Republic of Serbia,6,0,0
2020/03/19,Republic of Rwanda,3,0,0
2020/03/19,Qatar,13,4,0
2020/03/19,Puerto Rico,2,0,0
2020/03/19,Portugal,194,0,0
2020/03/19,Poland,49,0,2
2020/03/19,Philippines,15,6,3
2020/03/19,Peru,28,0,0
2020/03/19,Panama,23,0,0
2020/03/19,Palestine,3,0,0
2020/03/19,Pakistan,64,1,2
2020/03/19,Oman,6,0,0
2020/03/19,San Marino,7,0,5
2020/03/19,Ghana,2,0,0
2020/03/19,Nicaragua,1,0,0
2020/03/19,Cameroon,3,0,0
2020/03/19,Canada,132,0,1
2020/03/19,Chile,37,0,0
2020/03/19,Brunei,5,0,0
2020/03/19,China,62,780,8
2020/03/19,Bulgaria,11,0,0
2020/03/19,Costa Rica,19,0,1
2020/03/19,Cuba,6,0,1
2020/03/19,Cyprus,9,0,0
2020/03/19,Czech Republic,138,0,0
2020/03/19,Democratic Republic of the Congo,7,0,0
2020/03/19,Denmark,80,0,0
2020/03/19,Colombia,45,0,0
2020/03/19,Croatia,0,4,0
2020/03/19,Brazil,223,0,3
2020/03/19,Burkina Faso,7,0,0
2020/03/19,Argentina,18,0,0
2020/03/19,Kazakstan,9,0,0
2020/03/19,Armenia,44,1,0
2020/03/19,Albania,4,0,0
2020/03/19,Andorra,14,0,0
2020/03/19,Australia,80,0,1
2020/03/19,Belgium,309,0,0
2020/03/19,Bahrain,13,12,0
2020/03/19,Bailiwick of Jersey,3,0,0
2020/03/19,Bangladesh,3,0,0
2020/03/19,Belarus,15,0,0
2020/03/19,Algeria,15,2,0
2020/03/19,Austria,314,3,1
2020/03/19,Germany,2667,0,2
2020/03/19,Egypt,14,2,2
2020/03/19,Honduras,1,0,0
2020/03/19,Hungary,15,0,0
2020/03/19,Iceland,30,0,0
2020/03/19,India,22,0,1
2020/03/19,Indonesia,82,7,0
2020/03/19,Iran,1046,269,149
2020/03/19,Japan,37,0,2
2020/03/19,Israel,96,0,0
2020/03/19,Italy,5672,1084,475
2020/03/19,Ivory Coast,3,0,0
2020/03/19,Jordan,8,0,0
2020/03/19,Jamaica,5,0,1
2020/03/19,Guatemala,4,0,0
2020/03/19,EI Salvador,1,0,0
2020/03/19,Malta,8,0,0
2020/03/19,Ireland,74,0,0
2020/03/19,Iraq,13,6,0
2020/03/19,Ecuador,44,0,0
2020/03/19,Fiji,1,0,0
2020/03/19,Finland,40,0,0
2020/03/19,France,1404,0,89
2020/03/19,Estonia,33,0,0
2020/03/19,Georgia,5,0,0
2020/03/19,Greece,31,14,0
2020/03/19,Djibouti,1,0,0
2020/03/20,Malaysia,130,27,1
2020/03/20,Malta,10,0,0
2020/03/20,Lithuania,8,0,0
2020/03/20,Liechtenstein,18,0,0
2020/03/20,Martinique,7,0,0
2020/03/20,Japan,13,0,1
2020/03/20,Lebanon,14,0,1
2020/03/20,Luxembourg,149,0,0
2020/03/20,Kuwait,11,0,0
2020/03/20,Korea,87,286,9
2020/03/20,Kazakstan,5,0,0
2020/03/20,Latvia,15,0,0
2020/03/20,Bahamas,2,0,0
2020/03/20,Hungary,12,0,0
2020/03/20,Iran,1237,766,149
2020/03/20,Indonesia,60,0,13
2020/03/20,India,50,1,1
2020/03/20,Iceland,80,0,0
2020/03/20,Mexico,46,0,0
2020/03/20,Panama,26,0,0
2020/03/20,Monaco,2,0,0
2020/03/20,Russia,54,0,0
2020/03/20,Romania,60,22,0
2020/03/20,Reunion,3,0,0
2020/03/20,Republic of Serbia,29,0,0
2020/03/20,Italy,3857,415,427
2020/03/20,Jordan,13,0,0
2020/03/20,Iraq,15,0,1
2020/03/20,Philippines,13,0,1
2020/03/20,Peru,89,0,1
2020/03/20,Paraguay,2,0,0
2020/03/20,Palestine,3,0,0
2020/03/20,Pakistan,147,0,0
2020/03/20,Oman,9,1,0
2020/03/20,Norway,196,0,1
2020/03/20,North Macedonia,32,0,0
2020/03/20,Poland,68,0,0
2020/03/20,Niger,1,0,0
2020/03/20,New Zealand,11,0,0
2020/03/20,Netherlands,534,0,48
2020/03/20,Morocco,8,1,1
2020/03/20,Ireland,191,0,0
2020/03/20,Mongolia,1,0,0
2020/03/20,Israel,176,9,0
2020/03/20,Bailiwick of Jersey,7,0,0
2020/03/20,Moldova,13,0,0
2020/03/20,Guinea,1,0,0
2020/03/20,Chile,104,0,0
2020/03/20,Central African Republic,2,0,0
2020/03/20,Canada,196,1,3
2020/03/20,Cameroon,8,0,0
2020/03/20,Bulgaria,15,0,0
2020/03/20,Brunei,5,1,0
2020/03/20,Brazil,107,0,3
2020/03/20,Bosnia and Herzegovina,40,0,0
2020/03/20,Bolivia,1,0,0
2020/03/20,Belgium,462,0,23
2020/03/20,Belarus,18,12,0
2020/03/20,Bangladesh,3,0,0
2020/03/20,Honduras,15,0,0
2020/03/20,Burkina Faso,6,0,0
2020/03/20,Bahrain,16,0,0
2020/03/20,Portugal,0,0,1
2020/03/20,Armenia,14,0,0
2020/03/20,Argentina,31,0,1
2020/03/20,Andorra,21,0,0
2020/03/20,Algeria,8,0,1
2020/03/20,Albania,0,0,1
2020/03/20,Afghanistan,2,0,0
2020/03/20,China,121,731,5
2020/03/20,Costa Rica,18,0,0
2020/03/20,Croatia,33,1,1
2020/03/20,Guam,2,0,0
2020/03/20,Greece,46,0,0
2020/03/20,Ghana,7,0,0
2020/03/20,Gibraltar,5,0,0
2020/03/20,Australia,241,0,1
2020/03/20,Colombia,26,0,0
2020/03/20,Faroe,11,0,0
2020/03/20,Czech Republic,202,0,0
2020/03/20,Gabon,1,0,1
2020/03/20,French Guiana,4,0,0
2020/03/20,France,1861,698,108
2020/03/20,Guyana,1,0,0
2020/03/20,Finland,41,0,0
2020/03/20,Egypt,46,0,0
2020/03/20,Ethiopia,3,0,0
2020/03/20,Estonia,9,0,0
2020/03/20,Ecuador,105,0,1
2020/03/20,Dominican Republic,13,0,0
2020/03/20,Georgia,3,1,0
2020/03/20,Germany,1460,0,16
2020/03/20,Spain,2833,507,235
2020/03/20,Denmark,169,0,2
2020/03/20,Ukraine,10,0,1
2020/03/20,Cuba,5,0,0
2020/03/20,Mauritius,4,0,0
2020/03/20,Senegal,2,0,0
2020/03/20,The Islamic Republic of Mauritania,1,0,0
2020/03/20,Togo,8,1,0
2020/03/20,Trinidad and Tobago,2,0,0
2020/03/20,Turkey,168,0,2
2020/03/20,Thailand,50,1,0
2020/03/20,United States,3991,15,55
2020/03/20,Uruguay,15,0,0
2020/03/20,Uzbekistan,10,0,0
2020/03/20,Venezuela,9,0,0
2020/03/20,Cyprus,9,0,0
2020/03/20,Vietnam,12,1,0
2020/03/20,United Kingdom,643,14,40
2020/03/20,The Republic of Equatorial Guinea,2,0,0
2020/03/20,Saudi Arabia,36,0,0
2020/03/20,Democratic Republic of the Congo,4,0,0
2020/03/20,Seychelles,2,0,0
2020/03/20,Switzerland,450,0,0
2020/03/20,Singapore,40,7,0
2020/03/20,Sint Maarten,2,0,0
2020/03/20,Slovakia,18,0,0
2020/03/20,South Africa,86,0,0
2020/03/20,Slovenia,11,0,0
2020/03/20,Sweden,144,0,1
2020/03/20,Suriname,1,0,0
2020/03/20,Austria,367,0,0
2020/03/20,SriLanka,11,0,0
2020/03/21,Pakistan,47,0,1
2020/03/21,Norway,181,0,0
2020/03/21,Palestine,1,0,0
2020/03/21,Qatar,18,6,0
2020/03/21,Poland,70,0,0
2020/03/21,Peru,29,0,3
2020/03/21,Portugal,143,0,1
2020/03/21,Puerto Rico,1,0,0
2020/03/21,Republic of Rwanda,6,0,0
2020/03/21,French Polynesia,8,0,0
2020/03/21,Paraguay,7,0,0
2020/03/21,Panama,65,0,0
2020/03/21,New Zealand,14,0,0
2020/03/21,Republic of Serbia,17,0,1
2020/03/21,Madagascar,3,0,0
2020/03/21,Malta,5,0,0
2020/03/21,Martinique,9,0,0
2020/03/21,Mauritius,5,0,0
2020/03/21,Mexico,39,0,1
2020/03/21,Moldova,17,0,0
2020/03/21,Monaco,1,0,0
2020/03/21,Mongolia,1,0,0
2020/03/21,Morocco,11,0,0
2020/03/21,Namibia,1,0,0
2020/03/21,Lithuania,22,0,0
2020/03/21,Reunion,3,0,0
2020/03/21,Sweden,200,0,0
2020/03/21,Romania,31,6,0
2020/03/21,Trinidad and Tobago,2,0,0
2020/03/21,Tunisia,15,0,0
2020/03/21,Turkey,311,0,5
2020/03/21,Ukraine,3,0,0
2020/03/21,Iceland,79,0,0
2020/03/21,United Arab Emirates,0,0,2
2020/03/21,United States,4851,0,36
2020/03/21,Uruguay,16,0,0
2020/03/21,Zimbabwe,1,0,0
2020/03/21,Switzerland,288,0,4
2020/03/21,Lebanon,14,0,0
2020/03/21,San Marino,17,0,0
2020/03/21,Saudi Arabia,70,2,0
2020/03/21,Senegal,9,3,0
2020/03/21,Slovenia,55,0,0
2020/03/21,Latvia,25,0,0
2020/03/21,Slovakia,14,0,0
2020/03/21,Estonia,16,0,0
2020/03/21,Kingdom of Bhutan,1,0,0
2020/03/21,Canada,164,0,0
2020/03/21,Cayman Is,2,0,0
2020/03/21,Chad,1,0,0
2020/03/21,Chile,92,0,0
2020/03/21,China,29,584,6
2020/03/21,Costa Rica,26,0,1
2020/03/21,Cuba,5,0,0
2020/03/21,Cyprus,8,0,0
2020/03/21,Czech Republic,59,1,0
2020/03/21,Denmark,29,0,3
2020/03/21,Brazil,283,0,4
2020/03/21,Burkina Faso,7,0,0
2020/03/21,United Kingdom,714,0,33
2020/03/21,Albania,11,0,0
2020/03/21,Algeria,0,0,1
2020/03/21,Argentina,30,0,0
2020/03/21,Australia,52,0,0
2020/03/21,Austria,375,0,1
2020/03/21,Benin,1,0,0
2020/03/21,Bolivia,3,0,0
2020/03/21,Greece,31,5,3
2020/03/21,Iraq,16,0,4
2020/03/21,Ireland,126,0,1
2020/03/21,Dominican Republic,0,0,1
2020/03/21,Israel,0,1,1
2020/03/21,Ivory Coast,5,0,0
2020/03/21,Jordan,16,0,0
2020/03/21,Cambodia,12,0,0
2020/03/21,Kazakstan,3,0,0
2020/03/21,Italy,5986,689,627
2020/03/21,Guatemala,3,0,0
2020/03/21,Egypt,29,11,2
2020/03/21,Faroe,14,0,0
2020/03/21,Finland,50,0,0
2020/03/21,France,1617,287,78
2020/03/21,Korea,147,379,2
2020/03/21,French Guiana,4,0,0
2020/03/21,Germany,4409,45,24
2020/03/21,Gibraltar,2,0,0
2020/03/21,Bulgaria,20,0,1
2020/03/21,Ecuador,107,0,2
2020/03/21,Guam,7,0,0
